dataid,a1,a2,a3,a4,a5,a6,evening_energy,evening_gt,evening_mins,evening_pred,hvac_class,morning_energy,morning_gt,morning_mins,morning_pred,overall_energy,overall_mins,rating,sleep_energy,sleep_gt,sleep_mins,sleep_pred,work_energy,work_gt,work_mins,work_pred
26,0.035139984372671615,0.00095319533909040864,0.0097572120416873874,0.017593393892643593,0.32637166501403658,0.013527553198088522,4933372.0,78.0,4356,60,Average,3194463.0,78.0,2909,60.34549316872544,23192684.0,20165,2.5714285714285712,10538831.0,76.0,8637,60.000000008276999,4545097.0,82.0,4275,60.060850240196899
94,0.015802199339528967,0.0041278068957105972,0.0070349375468295242,0.0084995274441172688,0.23458424876217651,-0.009951156962439936,862630.0,77.0,765,60.000000000168534,Bad,1102083.0,77.0,1002,60.000000000002281,6197295.0,5637,1,3666013.0,78.0,3456,60.000000172862237,577200.0,85.0,425,76.404956170600514
370,0.071774404800091271,0.024735966976825462,0.044315580302040455,0.039155977760878341,0.50027156254590766,-0.0038542853471157726,10113178.0,75.0,4922,67.127064922904708,Bad,6950717.0,75.0,3707,60.000000000000135,47699459.0,23766,0,19581411.0,75.0,9286,60.000001220907421,11094720.0,75.0,5870,72.775715434145184
410,0.058368467883839162,0.03646306889047575,0.016536217731957358,0.040710204421124337,0.6554189713872689,-0.012205757302052958,5814386.0,80.0,2651,67.459006532306447,Average,7867974.0,80.0,3134,60.0000145748959,33642425.0,15951,2.8571428571428572,16380736.0,76.0,7470,60.00000000000005,3627394.0,84.0,2718,71.840284006628664
545,0.056922733131022023,0.050735443054228301,0.036364476176008277,0.073538702811232148,0.75378623441719761,-0.012574631167503571,18451247.0,76.0,6999,65.380191019043963,Bad,10376628.0,76.0,4097,60.000000001842224,64907810.0,25470,0,22800185.0,72.0,8770,60.00000000000005,13309825.0,76.0,5616,65.394778700690068
624,0.029875797692573283,0.017565640367721385,0.029784858278074693,0.038575914137343403,0.51276397696873821,0.0038203093582658662,7490326.0,80.0,4596,73.161897343378357,Good,4298669.0,85.0,2969,60.362360534838501,30267839.0,19889,3,12500856.0,78.0,7666,60.000000070934227,5996179.0,85.0,4669,77.909564272770012
871,0.037434153898913039,0.010828185737163015,0.013273312863411126,0.035524865275352376,0.39109809623848407,0.0060655320359599644,5351085.0,78.0,3050,68.712185349528866,Average,3364736.0,78.0,1875,60,24078398.0,13550,2.5714285714285712,11954009.0,78.0,6676,60.000001270244816,3431031.0,82.0,1962,66.320057726303986
1283,0.046913932518372566,0.02217895482532397,0.02218198137732157,0.041285323158721944,0.65085277583962509,0.00011010833099082762,8266730.0,78.0,6762,65.375101154697091,Average,7691656.0,78.0,6407,60.000000000000234,38699330.0,31621,2.0,16876606.0,78.0,10700,60.00000062493465,5901907.0,78.0,7774,69.718281445476109
1334,0.041749375610702744,0.10014721292488696,0.030311963417620158,0.032094721111823335,0.35591168126087924,-0.015969534975171396,799438.0,90.0,402,66.663217921114779,Good,822324.0,90.0,426,61.22094794616244,4698793.0,2410,4,2439497.0,90.0,1262,60.000000053047515,650933.0,90.0,327,71.130237691892575
1642,0.047638776192796273,0.037337069095136205,0.030669043870493681,0.043570413952090492,0.8746729755514322,0.0069633270411508614,12818891.0,72.0,9300,66.341592960596572,Bad,12215319.0,75.0,9331,60.000000000588095,58501123.0,44640,0.5714285714285714,20842491.0,71.0,13020,60.000001582956621,12668851.0,82.0,13020,66.494401982333443
