dataid,a1,a2,a3,a4,a5,a6,evening_energy,evening_gt,evening_mins,evening_pred,hvac_class,morning_energy,morning_gt,morning_mins,morning_pred,overall_energy,overall_mins,rating,sleep_energy,sleep_gt,sleep_mins,sleep_pred,work_energy,work_gt,work_mins,work_pred
26,0.034501581228139677,-0.0030657923311686636,0.012109988741640767,0.020082551048291698,0.34922343794924648,0.010212915194107056,4287289.0,78.0,2983,61.557383547031769,Average,2241876.0,78.0,1569,69.09279449842137,20594062.0,14158,2.5714285714285712,10589242.0,76.0,7069,60.000000008454286,3493197.0,82.0,2547,60.013014384548981
94,0.016356095261118687,0.0081950121269284033,0.0083337844773353365,0.013214238837834695,0.20226142888050599,-0.010808875336676828,809026.0,77.0,621,70.707295918589807,Bad,996922.0,77.0,794,60.000000000250978,6054081.0,4795,1,3482189.0,78.0,2787,60.000000000005798,771298.0,85.0,597,76.852544056111327
370,0.066666192983624015,0.020580611567313351,0.038410452761393973,0.041748932368183819,0.21178093295145392,0.00075643971067949325,9036429.0,75.0,4593,67.124901135879611,Bad,3777503.0,75.0,2113,60,35323326.0,18010,0,15125487.0,75.0,7345,60.000000031383159,7408947.0,75.0,3971,74.231216100850588
410,0.057066711895436183,0.038555319291267778,0.016484842537147996,0.036968586712580132,0.64994793503734527,-0.014759754174398031,5417000.0,80.0,2430,66.543276352615919,Average,7792130.0,80.0,3042,60.000000001417526,31807805.0,14712,2.8571428571428572,15163484.0,76.0,6812,60.000000372356155,3484599.0,84.0,2451,70.768861560912697
545,0.02652584225709935,0.03374532441687126,0.019420178733489432,0.026125900267874373,0.76312525118731145,-0.011111144996168297,7395151.0,76.0,3258,63.820035843477996,Bad,7197296.0,76.0,2928,60.000013138395751,34371846.0,14799,0,10857573.0,72.0,4641,60,8941591.0,76.0,3980,65.535510937434182
624,0.022653454607589083,0.019317357725389343,0.022110298114446598,0.02880201803735704,0.3912921904103327,-0.0021399976940076658,5243055.0,80.0,3587,71.330168587240038,Good,3503131.0,85.0,2403,64.549931629943543,22679202.0,15546,3,9233002.0,78.0,6310,60.000000225334638,4714632.0,85.0,3256,75.820112388762212
871,0.037844879277013244,0.016447780105151039,0.014453240476269421,0.036061958518465699,0.27487122223004368,0.0090801460325765134,4729306.0,78.0,2579,67.36617242886976,Average,2992948.0,78.0,1616,60.000001268758112,20330207.0,11158,2.5714285714285712,10529192.0,78.0,5803,60.000007290549796,2096220.0,82.0,1170,77.1449603828314
1283,0.046600633660223302,0.013948963074750338,0.018635378481080597,0.042540826369918405,0.63921387273808983,0.0078327811521950678,9636725.0,78.0,6285,64.51043976310288,Average,6618158.0,78.0,5022,60.000001916129079,41076635.0,27459,2.0,18226696.0,78.0,9448,60.000000876088272,6627977.0,78.0,6721,67.575498715595572
1334,0.045954487836063401,0.094592538522757785,0.059814740032421161,0.037816690862795439,0.36869221577092914,-0.021999576951041093,934023.0,90.0,321,65.283159759310649,Good,1123779.0,90.0,363,60.000001060529669,5193822.0,1614,4,2288202.0,90.0,714,60.00000023541768,856977.0,90.0,219,82.131947674730441
1642,0.047566953759384842,0.037802841421366251,0.032416688554848562,0.044117117609440634,0.94425304856648362,0.0055723483180600093,13470666.0,72.0,9300,65.532787903211485,Bad,12898650.0,75.0,9331,60.000000006403724,61819758.0,44640,0.5714285714285714,21441474.0,71.0,13020,60.000004984144503,14055294.0,82.0,13020,65.540746112652599
