home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
103,70.295648863,54.3648815086,0.0,15.9134813211,989.0,1813.0,0.0,0.461538461538,108837.0,70.2783628297,77.3374773375,0.0,22.6379321885
104,70.295648863,54.3648815086,0.0,15.9134813211,989.0,1813.0,0.0,0.461538461538,108837.0,70.2783628297,77.3374773375,0.0,22.6379321885
106,35.5588192227,22.367596119,0.0,13.1662169017,491.0,563.0,0.0,0.280898876404,108837.0,35.5338130207,62.9030901698,0.0,37.0265863421
107,38.1605756159,29.8395893036,0.0,8.29653580364,850.0,1343.0,0.0,0.454545454545,108837.0,38.1361251073,78.1948092293,0.0,21.7411180773
109,61.6282280237,51.7943049308,0.0,9.77898883326,380.0,911.0,0.0,0.534482758621,108837.0,61.5732937641,84.0431513152,0.0,15.8677105392
110,70.9502027384,58.8298090981,0.0,11.867592846,476.0,1138.0,0.0,0.5,108837.0,70.6974019441,82.9170415692,0.0,16.7266510707
112,44.5215844767,32.9731209875,0.0,11.5267980629,748.0,989.0,0.0,0.413043478261,108837.0,44.4999190504,74.0609782312,0.0,25.8903590211
114,55.1425652306,49.0159876868,0.0,6.11101812928,326.0,1398.0,0.0,0.522388059701,108837.0,55.127005816,88.8895674,0.0,11.0822158957
115,44.562745479,39.3260858923,0.0,5.21596662379,541.0,1758.0,0.0,0.446808510638,108837.0,44.5420525161,88.2487949734,0.0,11.7047694609
116,42.5506539113,37.1584209785,0.0,5.3904142179,179.0,382.0,0.0,0.541176470588,44339.0,42.5488351964,87.3274969075,0.0,12.6682288576
118,35.0990656156,26.3498392099,0.0,8.69085304874,463.0,852.0,0.0,0.377777777778,65878.0,35.0406922587,75.0727654648,0.0,24.7609242477
119,36.4661235132,28.723375068,0.0,7.73183008093,404.0,787.0,0.0,0.447368421053,65878.0,36.455205149,78.7672839906,0.0,21.2027748936
123,44.2397815598,28.3169804157,0.0,15.6813899672,409.0,338.0,0.0,0.316326530612,43198.0,43.9983703829,64.0079571311,0.0,35.4463548741
124,57.4441052044,40.6480567609,0.0,16.7886057619,1153.0,1647.0,0.0,0.4,86098.0,57.4366625228,70.7610582778,0.0,29.2259853334
125,57.4441052044,40.6480567609,0.0,16.7886057619,1153.0,1647.0,0.0,0.4,86098.0,57.4366625228,70.7610582778,0.0,29.2259853334
126,90.6230561816,,0.0,,0.0,0.0,0.0,,44339.0,,,0.0,
128,46.2594250659,37.01182228,0.0,9.19603373171,104.0,187.0,0.0,0.552795031056,43198.0,46.2078560117,80.0092569833,0.0,19.8792650765
129,40.7064319015,35.6229304848,0.0,5.01116866205,207.0,744.0,0.0,0.544802867384,108837.0,40.6340991468,87.5117980643,0.0,12.3105082611
130,40.5694887931,31.9384918476,0.0,8.6010206266,239.0,362.0,0.0,0.386666666667,44339.0,40.5395124742,78.7253988102,0.0,21.2007123641
131,38.7967844366,26.1122093922,0.0,12.6735583165,572.0,788.0,0.0,0.379310344828,65878.0,38.7857677086,67.3050866751,0.0,32.666517343
133,47.4402347383,,0.0,,0.0,0.0,0.0,,107397.0,,,0.0,
134,47.4402347383,37.3293485863,0.0,10.0645474274,649.0,1086.0,0.0,0.456140350877,107397.0,47.3938960137,78.6871076676,0.0,21.2152142224
135,41.7626251975,25.6706719221,0.0,16.0441699513,168.0,240.0,0.0,0.307692307692,23039.0,41.7148418734,61.4680513994,0.0,38.4175321246
136,45.2444158682,32.7880328118,0.0,12.3226461836,658.0,566.0,0.0,0.392857142857,108837.0,45.1106789954,72.4686841074,0.0,27.235728315
138,34.3793600291,27.8490239665,0.0,6.50790986551,392.0,989.0,0.0,0.384615384615,108837.0,34.356933832,81.0050679914,0.0,18.9297004365
139,20.7883569423,7.88225618636,0.0,12.7568573917,93.0,163.0,0.0,0.161290322581,108837.0,20.639113578,37.9166867697,0.0,61.3653951927
140,36.7239460352,32.6819587248,0.0,3.94445872369,133.0,483.0,0.0,0.546875,44339.0,36.6264174485,88.993592065,0.0,10.7408357476
142,34.0047962311,22.2510268093,0.0,11.7455001751,1339.0,1773.0,0.0,0.291666666667,108837.0,33.9965269844,65.4349658739,0.0,34.5407162427
144,91.7249716545,78.4758919952,0.0,13.237886407,514.0,1424.0,0.0,0.5,108837.0,91.7137784022,85.5556459486,0.0,14.4321509925
145,42.3262119428,35.5406126314,0.0,6.77202451596,436.0,851.0,0.0,0.538461538462,108837.0,42.3126371474,83.9683283718,0.0,15.9995997873
146,48.5031052665,34.9996620097,0.0,13.4141893828,126.0,193.0,0.0,0.47619047619,23039.0,48.4138513925,72.1596314656,0.0,27.65635171
149,35.8091458584,26.4056341662,0.0,9.39689629488,739.0,1637.0,0.0,0.333333333333,108837.0,35.8025304611,73.739916251,0.0,26.241609705
151,48.2341851622,,0.0,,0.0,0.0,0.0,,108837.0,,,0.0,
152,37.8485807855,26.0725260345,0.0,11.6796583817,420.0,536.0,0.0,0.296296296296,65878.0,37.7521844163,68.8864033827,0.0,30.858907096
153,51.3202151031,33.3278161586,0.0,17.9793798425,1156.0,1228.0,0.0,0.333333333333,108837.0,51.3071960011,64.9409128385,0.0,35.0337187916
154,57.9941219865,48.7681334744,0.0,9.19789209728,152.0,400.0,0.0,0.52,42898.0,57.9660255717,84.0915110082,0.0,15.8600419874
155,45.9292484173,,0.0,,0.0,0.0,0.0,,108837.0,,,0.0,
157,52.5144241335,38.7447159776,0.0,13.7404224581,555.0,755.0,0.0,0.369565217391,86098.0,52.4851384357,73.7791885123,0.0,26.165044528
158,52.8377475629,38.9632707304,0.0,13.8069600872,798.0,1330.0,0.0,0.425,108837.0,52.7702308175,73.7413544815,0.0,26.1308642476
159,35.8442576387,21.1054838586,0.0,14.7358447294,891.0,1140.0,0.0,0.285714285714,65878.0,35.841328588,58.8810739822,0.0,41.1107544141
161,38.4366163011,29.8017432168,0.0,8.51192592457,583.0,1141.0,0.0,0.466666666667,108837.0,38.3136691414,77.534773049,0.0,22.1453570676
163,54.5278095856,45.4225083349,0.0,9.10149078186,361.0,1124.0,0.0,0.536585365854,108837.0,54.5239991167,83.3015459085,0.0,16.6914659713
167,44.9644257907,38.7388735611,0.0,6.21341959094,315.0,1114.0,0.0,0.537037037037,108837.0,44.952293152,86.1544940913,0.0,13.8185231584
169,52.2881006586,43.1820056868,0.0,9.08598416392,443.0,1226.0,0.0,0.450980392157,108837.0,52.2679898507,82.5847662142,0.0,17.3767722474
170,44.1558588496,36.4208503877,0.0,7.72843275695,335.0,945.0,0.0,0.517857142857,108837.0,44.1492831446,82.4824866656,0.0,17.5026213017
