home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
107,50.3193451763,44.081695835,0.0,6.22984317241,3553.0,15763.0,0.0,0.666666666667,108837.0,50.3115390074,87.6038741772,0.0,12.3806125668
109,61.6114447606,45.0932360827,0.0,16.4969600217,2536.0,5265.0,0.0,0.571428571429,108837.0,61.5901961043,73.1897072985,0.0,26.7758045372
110,35.0900124741,25.6623567866,0.0,9.41811628444,5514.0,7875.0,0.0,0.5,108837.0,35.0804730711,73.1329372014,0.0,26.8398772768
112,73.4864997749,56.7897591823,0.0,16.6790179431,1776.0,3115.0,0.0,0.626865671642,108837.0,73.4687771254,77.2791728498,0.0,22.6967102722
114,56.1311834415,42.526160935,0.0,13.52133773,1870.0,3019.0,0.0,0.631578947368,108837.0,56.047498665,75.7620957329,0.0,24.0888164136
115,40.4761102273,6.31722612564,0.0,34.1401294502,4066.0,843.0,0.0,0.0769230769231,108837.0,40.4573555758,15.607295489,0.0,84.3463693978
116,52.927754002,44.3662451141,0.0,8.44274030914,511.0,1426.0,0.0,0.727272727273,44339.0,52.8089854233,83.8241598396,0.0,15.951442619
118,59.8183844057,57.4030688176,0.0,2.30637238993,138.0,3151.0,0.0,0.833333333333,65878.0,59.7094412075,95.9622520531,0.0,3.855624676
119,30.4378858498,22.2596430209,0.0,8.17733569746,3163.0,4829.0,0.0,0.5,65878.0,30.4369787184,73.1313703284,0.0,26.865649401
123,47.9036845256,34.498359882,0.0,13.2466506307,1502.0,2193.0,0.0,0.48,43198.0,47.7450105126,72.0160885818,0.0,27.6526759097
124,53.817913648,37.7919218392,0.0,16.0154549787,5012.0,7753.0,0.0,0.5,86098.0,53.8073768179,70.2218262981,0.0,29.7585950349
125,79.4159382759,55.9988367865,0.0,23.3984362474,4924.0,7684.0,0.0,0.5,86098.0,79.3972730339,70.5133478269,0.0,29.4631490295
126,92.9853719806,92.6706693479,0.0,0.0,0.0,1459.0,0.0,0.978260869565,44339.0,92.6706693479,99.6615568385,0.0,0.0
128,34.6120024767,24.109680943,0.0,10.4681199502,2208.0,1855.0,0.0,0.411764705882,43198.0,34.5778008933,69.6569953132,0.0,30.2441904575
129,32.2565054809,24.6737248887,0.0,7.58197351365,1174.0,2547.0,0.0,0.51724137931,108837.0,32.2556984024,76.4922440324,0.0,23.5052539034
130,44.8310625854,30.7008169495,0.0,14.1218016025,1363.0,1537.0,0.0,0.5,44339.0,44.8226185519,68.4811271001,0.0,31.5000376705
131,53.8050433694,40.250467915,0.0,13.5500507269,4526.0,8354.0,0.0,0.5,65878.0,53.8005186419,74.8079834053,0.0,25.1836071088
133,39.6010526226,31.4463300721,0.0,8.13275992576,4861.0,8980.0,0.0,0.6,107397.0,39.5790899979,79.4078136554,0.0,20.5367266453
134,45.0898316497,31.7192290922,0.0,13.3378597434,4660.0,4982.0,0.0,0.5,107397.0,45.0570888356,70.3467454449,0.0,29.5806377079
135,50.3260593914,31.0892244209,0.0,18.9999184372,928.0,552.0,0.0,0.421052631579,23039.0,50.0891428581,61.7755985603,0.0,37.7536383079
136,35.883158924,27.1885289554,0.0,8.67301746546,1695.0,2915.0,0.0,0.5,108837.0,35.8615464209,75.7696082805,0.0,24.1701615062
138,29.9098189633,20.0145453531,0.0,9.89452607035,3368.0,2803.0,0.0,0.411764705882,108837.0,29.9090714234,66.9163038988,0.0,33.0811967885
139,41.262826511,20.9758902264,0.0,20.2854544357,1441.0,1367.0,0.0,0.428571428571,108837.0,41.261344662,50.8348360982,0.0,49.1615726573
140,36.5249916155,26.1123445369,0.0,10.3541883852,646.0,937.0,0.0,0.473684210526,44339.0,36.4665329221,71.4917194555,0.0,28.3482293281
142,54.1275185073,48.9308696682,0.0,5.18577312587,1892.0,10167.0,0.0,0.714285714286,108837.0,54.1166427941,90.3992479566,0.0,9.58065928178
144,56.9300919025,10.1385023845,0.0,46.7848087357,4036.0,843.0,0.0,0.0909090909091,108837.0,56.9233111202,17.8086878937,0.0,82.179401389
145,42.4224395126,24.8804168198,0.0,17.4754056415,3729.0,4463.0,0.0,0.428571428571,108837.0,42.3558224613,58.649189216,0.0,41.1937782039
146,47.8308885891,39.1491117585,0.0,8.63058710871,696.0,1953.0,0.0,0.6,23039.0,47.7796988672,81.849016218,0.0,18.043961472
149,49.4195982135,37.7723549916,0.0,11.4919269228,2208.0,4228.0,0.0,0.533333333333,108837.0,49.2642819145,76.4319346112,0.0,23.2537846083
151,45.9122203846,34.0119398425,0.0,11.8972639209,3455.0,5101.0,0.0,0.538461538462,108837.0,45.9092037634,74.0803636975,0.0,25.9130658924
152,39.4225739275,9.8329979856,0.0,29.5798707292,4340.0,1075.0,0.0,0.111111111111,65878.0,39.4128687148,24.9425570327,0.0,75.0328245528
153,85.2707915374,76.8992807293,0.0,8.36920864983,1144.0,6197.0,0.0,0.75,108837.0,85.2684893792,90.1824403677,0.0,9.81485981182
154,51.3707026996,44.009836444,0.0,7.34868107209,696.0,2363.0,0.0,0.642857142857,42898.0,51.3585175161,85.6710812414,0.0,14.3051986559
155,117.613111953,61.8100414699,0.0,55.4194171289,2586.0,2223.0,0.0,0.4375,108837.0,117.229458599,52.5536995354,0.0,47.1201009894
157,39.7264587661,29.0173263606,0.0,10.6960868062,3439.0,4568.0,0.0,0.5,86098.0,39.7134131668,73.0428214896,0.0,26.9243399448
158,68.7687093081,53.9265140691,0.0,14.8306182937,2764.0,4359.0,0.0,0.666666666667,108837.0,68.7571323628,78.4172258163,0.0,21.5659395718
159,43.7669134729,32.1041550173,0.0,11.5865157037,4459.0,6892.0,0.0,0.5,65878.0,43.690670721,73.3525681156,0.0,26.4732300825
161,42.7487638331,40.3548056995,0.0,2.3793116439,167.0,5807.0,0.0,0.826086956522,108837.0,42.7341173434,94.3999360005,0.0,5.56580221405
163,49.9517275455,15.4367072641,0.0,34.484113145,6452.0,1674.0,0.0,0.171428571429,108837.0,49.9208204091,30.9032500428,0.0,69.0348759481
167,52.1915290881,43.4893592204,0.0,8.69540893164,2048.0,4773.0,0.0,0.541666666667,108837.0,52.184768152,83.3264707515,0.0,16.6605751615
169,49.1818606789,17.8861496776,0.0,31.2864692911,4057.0,1533.0,0.0,0.238095238095,108837.0,49.1726189688,36.3673708777,0.0,63.6138382308
170,51.5482015419,29.8526619302,0.0,21.6936211465,6865.0,3864.0,0.0,0.4,108837.0,51.5462830767,57.9121308547,0.0,42.0841474534
